#ID	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
transcript::Pver_Sc0000232_size403465:152022-152242	7	0.39896	5.27496337891	1	0.00256538	noncoding
transcript::Pver_Sc0000232_size403465:389403-390088	44	0.34855	4.72235107422	1	0.0231787	noncoding
transcript::Pver_Sc0000233_size354566:3488-3870	36	0.45693	11.137512207	1	0.0540232	noncoding
transcript::Pver_Sc0000233_size354566:46057-48050	67	0.26963	9.67840576172	1	0.0361402	noncoding
transcript::Pver_Sc0000233_size354566:283283-287918	71	0.32634	10.7971801758	1	0.0509018	noncoding
transcript::Pver_Sc0000233_size354566:303163-303791	41	0.39867	9.60552978516	1	0.0225317	noncoding
transcript::Pver_Sc0000233_size354566:27707-27960	36	0.30347	4.55877685547	-1	0.0341609	noncoding
transcript::Pver_Sc0000233_size354566:328934-330798	37	0.44302	9.78533935547	1	0.0324797	noncoding
transcript::Pver_Sc0000234_size381924:215943-219691	75	0.29059	8.55206298828	1	0.0396916	noncoding
transcript::Pver_Sc0000234_size381924:108197-110898	44	0.3435	8.84149169922	1	0.0147049	noncoding
transcript::Pver_Sc0000234_size381924:19675-20182	36	0.33189	5.38165283203	1	0.0104673	noncoding
transcript::Pver_Sc0000234_size381924:20819-21769	41	0.34565	9.62689208984	1	0.0161344	noncoding
transcript::Pver_Sc0000234_size381924:251281-252114	31	0.35003	10.526184082	1	0.014132	noncoding
transcript::Pver_Sc0000234_size381924:378780-379233	26	0.47122	9.59356689453	1	0.0255134	noncoding
transcript::Pver_Sc0000234_size381924:380526-381924	36	0.39374	6.51983642578	1	0.0107718	noncoding
transcript::Pver_Sc0000235_size402085:91061-97023	114	0.28334	7.83172607422	1	0.154663	noncoding
transcript::Pver_Sc0000235_size402085:91061-97023	114	0.28334	7.83172607422	1	0.154663	noncoding
transcript::Pver_Sc0000235_size402085:91061-97023	114	0.28334	7.83172607422	1	0.154663	noncoding
transcript::Pver_Sc0000235_size402085:91061-97023	114	0.28334	7.83172607422	1	0.154663	noncoding
transcript::Pver_Sc0000235_size402085:91061-97023	114	0.28334	7.83172607422	1	0.154663	noncoding
transcript::Pver_Sc0000235_size402085:356773-364680	84	0.27057	8.47222900391	1	0.0535033	noncoding
transcript::Pver_Sc0000235_size402085:149229-156174	80	0.32546	10.2595825195	1	0.0653801	noncoding
transcript::Pver_Sc0000235_size402085:263232-264618	63	0.31853	9.34039306641	1	0.0312373	noncoding
transcript::Pver_Sc0000235_size402085:297129-299659	62	0.36602	10.1139526367	1	0.0474881	noncoding
transcript::Pver_Sc0000235_size402085:297129-300075	62	0.36389	10.1139526367	1	0.0466133	noncoding
transcript::Pver_Sc0000235_size402085:336531-341030	83	0.28334	9.71697998047	1	0.0541804	noncoding
transcript::Pver_Sc0000236_size393371:153716-154494	37	0.35351	5.82061767578	1	0.0101353	noncoding
transcript::Pver_Sc0000236_size393371:368596-370151	87	0.3279	9.15521240234	1	0.0786896	noncoding
transcript::Pver_Sc0000236_size393371:388322-389999	70	0.31822	6.38409423828	1	0.0435265	noncoding
transcript::Pver_Sc0000236_size393371:391609-393057	53	0.38195	5.38043212891	1	0.038172	noncoding
transcript::Pver_Sc0000236_size393371:391713-393057	53	0.40361	5.38043212891	1	0.0476177	noncoding
transcript::Pver_Sc0000236_size393371:392357-393057	53	0.40598	5.38043212891	1	0.0487429	noncoding
transcript::Pver_Sc0000236_size393371:225734-228093	55	0.30898	10.5564575195	1	0.029261	noncoding
transcript::Pver_Sc0000236_size393371:225855-228342	55	0.32516	10.5564575195	1	0.0303532	noncoding
transcript::Pver_Sc0000236_size393371:390035-391303	29	0.35982	4.41229248047	1	0.0118114	noncoding
transcript::Pver_Sc0000236_size393371:5189-6514	192	0.35941	5.93792724609	1	0.987974	coding
transcript::Pver_Sc0000236_size393371:391925-392292	13	0.39151	6.48773193359	1	0.00266965	noncoding
transcript::Pver_Sc0000238_size376918:109643-110823	43	0.37025	5.74725341797	1	0.0163535	noncoding
transcript::Pver_Sc0000238_size376918:111889-117221	61	0.33615	9.66265869141	1	0.0338786	noncoding
transcript::Pver_Sc0000238_size376918:114476-117221	52	0.35307	5.99737548828	1	0.0224377	noncoding
transcript::Pver_Sc0000238_size376918:120036-121255	24	0.33003	4.53509521484	1	0.00765618	noncoding
transcript::Pver_Sc0000238_size376918:77185-78604	105	0.39249	4.47723388672	-1	0.0469239	noncoding
transcript::Pver_Sc0000238_size376918:87435-90598	82	0.34848	9.35369873047	1	0.0811955	noncoding
transcript::Pver_Sc0000238_size376918:87435-90994	82	0.34848	9.35369873047	1	0.0811955	noncoding
transcript::Pver_Sc0000238_size376918:3-343	25	0.40864	9.62835693359	1	0.0112273	noncoding
transcript::Pver_Sc0000238_size376918:104163-104506	30	0.3737	4.22552490234	-1	0.0127135	noncoding
transcript::Pver_Sc0000239_size392329:54875-56630	96	0.32521	9.71136474609	1	0.10719	noncoding
transcript::Pver_Sc0000239_size392329:173161-175306	98	0.33678	9.03582763672	1	0.129175	noncoding
transcript::Pver_Sc0000239_size392329:173161-178596	100	0.2921	8.54852294922	1	0.0922766	noncoding
transcript::Pver_Sc0000239_size392329:173161-178596	100	0.2921	8.54852294922	1	0.0922766	noncoding
transcript::Pver_Sc0000239_size392329:245447-247263	82	0.31454	9.12860107422	1	0.0585712	noncoding
transcript::Pver_Sc0000239_size392329:30404-32192	67	0.33879	9.43328857422	1	0.0417438	noncoding
transcript::Pver_Sc0000239_size392329:32626-38971	104	0.28695	10.5791625977	1	0.0944122	noncoding
transcript::Pver_Sc0000239_size392329:163438-163759	66	0.41328	9.09942626953	-1	0.0737055	noncoding
transcript::Pver_Sc0000240_size393883:325667-329026	128	0.34672	10.1521606445	1	0.352822	noncoding
transcript::Pver_Sc0000240_size393883:325667-329026	128	0.34672	10.1521606445	1	0.352822	noncoding
transcript::Pver_Sc0000240_size393883:333617-334307	45	0.4035	9.69390869141	1	0.0293282	noncoding
transcript::Pver_Sc0000240_size393883:383800-384837	53	0.37417	11.7164916992	1	0.0354741	noncoding
transcript::Pver_Sc0000240_size393883:390237-391681	136	0.34145	9.33428955078	1	0.434535	noncoding
transcript::Pver_Sc0000240_size393883:328508-329665	94	0.41066	10.9467163086	1	0.274489	noncoding
transcript::Pver_Sc0000240_size393883:339875-340452	39	0.40588	3.92962646484	1	0.0488198	noncoding
transcript::Pver_Sc0000240_size393883:388573-390149	48	0.33588	7.78021240234	1	0.0141953	noncoding
transcript::Pver_Sc0000240_size393883:217382-217878	106	0.46434	8.37127685547	-1	0.0824967	noncoding
transcript::Pver_Sc0000240_size393883:218165-218413	72	0.44141	8.13531494141	-1	0.0487862	noncoding
transcript::Pver_Sc0000241_size385688:225528-226700	27	0.32257	10.7367553711	1	0.0130944	noncoding
transcript::Pver_Sc0000241_size385688:40633-41058	26	0.44313	9.26190185547	1	0.0148021	noncoding
transcript::Pver_Sc0000242_size384012:193761-195464	47	0.3477	10.0442504883	1	0.0229116	noncoding
transcript::Pver_Sc0000242_size384012:321460-322321	61	0.44399	9.85601806641	1	0.113115	noncoding
transcript::Pver_Sc0000242_size384012:321460-322321	61	0.44399	9.85601806641	1	0.113115	noncoding
transcript::Pver_Sc0000242_size384012:322800-325066	79	0.40591	9.01959228516	1	0.135533	noncoding
transcript::Pver_Sc0000242_size384012:27768-28254	31	0.35378	9.10162353516	1	0.0092691	noncoding
transcript::Pver_Sc0000242_size384012:160311-160969	32	0.34212	10.1874389648	1	0.0132425	noncoding
transcript::Pver_Sc0000242_size384012:213498-215046	283	0.42313	5.80804443359	1	0.999994	coding
transcript::Pver_Sc0000242_size384012:283118-283375	20	0.36595	9.82440185547	1	0.00758633	noncoding
transcript::Pver_Sc0000242_size384012:306682-307038	18	0.39145	9.99627685547	1	0.00808621	noncoding
transcript::Pver_Sc0000243_size387654:8239-9027	31	0.37806	11.8239135742	1	0.0163497	noncoding
transcript::Pver_Sc0000243_size387654:10528-11263	31	0.36254	10.2888793945	1	0.0137668	noncoding
transcript::Pver_Sc0000243_size387654:107810-109005	99	0.37873	5.68267822266	1	0.35902	noncoding
transcript::Pver_Sc0000243_size387654:135462-136613	19	0.31873	4.20709228516	1	0.00719472	noncoding
transcript::Pver_Sc0000243_size387654:1403-1846	43	0.37553	9.03375244141	-1	0.0776811	noncoding
transcript::Pver_Sc0000244_size383018:85351-99372	266	0.3208	5.59906005859	1	0.999535	coding
transcript::Pver_Sc0000244_size383018:311383-312776	72	0.35663	9.63763427734	1	0.0610676	noncoding
transcript::Pver_Sc0000244_size383018:1803-6430	58	0.31204	8.90716552734	1	0.023516	noncoding
transcript::Pver_Sc0000244_size383018:308501-309356	58	0.47665	9.49505615234	1	0.148072	noncoding
transcript::Pver_Sc0000245_size380345:75809-76217	43	0.44697	9.98443603516	1	0.0500608	noncoding
transcript::Pver_Sc0000245_size380345:84176-84839	43	0.37937	9.98443603516	1	0.0231986	noncoding
transcript::Pver_Sc0000245_size380345:171527-173047	45	0.35589	9.99810791016	1	0.0218395	noncoding
transcript::Pver_Sc0000245_size380345:217937-255100	172	0.2921	5.56243896484	1	0.905989	coding
transcript::Pver_Sc0000245_size380345:217937-255100	172	0.2921	5.56243896484	1	0.905989	coding
transcript::Pver_Sc0000245_size380345:233986-255100	172	0.2921	5.56243896484	1	0.905989	coding
transcript::Pver_Sc0000245_size380345:233986-255100	172	0.2921	5.56243896484	1	0.905989	coding
transcript::Pver_Sc0000245_size380345:173381-193505	123	0.29676	10.2616577148	1	0.164223	noncoding
transcript::Pver_Sc0000245_size380345:220456-221195	33	0.40642	9.97650146484	1	0.0182265	noncoding
transcript::Pver_Sc0000245_size380345:225603-227377	77	0.34523	12.1482543945	-1	0.163237	noncoding
transcript::Pver_Sc0000245_size380345:255478-256046	71	0.28252	9.82061767578	1	0.0397038	noncoding
transcript::Pver_Sc0000245_size380345:364988-365259	26	0.42616	9.40460205078	1	0.0128852	noncoding
transcript::Pver_Sc0000246_size367901:306192-308125	38	0.34775	8.00811767578	1	0.00949956	noncoding
transcript::Pver_Sc0000246_size367901:306192-308151	38	0.34775	8.00811767578	1	0.00949956	noncoding
transcript::Pver_Sc0000246_size367901:154597-175170	108	0.28467	11.0479125977	1	0.0974069	noncoding
transcript::Pver_Sc0000246_size367901:154597-175170	108	0.28467	11.0479125977	1	0.0974069	noncoding
transcript::Pver_Sc0000246_size367901:154597-175170	108	0.28467	11.0479125977	1	0.0974069	noncoding
transcript::Pver_Sc0000246_size367901:247614-248117	57	0.44649	10.6939086914	1	0.113049	noncoding
transcript::Pver_Sc0000247_size370717:1379-3090	65	0.25349	10.1482543945	1	0.0424045	noncoding
transcript::Pver_Sc0000247_size370717:8613-11050	61	0.27863	8.55047607422	1	0.0253091	noncoding
transcript::Pver_Sc0000247_size370717:8613-15766	77	0.27517	9.09759521484	1	0.0434479	noncoding
transcript::Pver_Sc0000247_size370717:70366-71645	49	0.38234	11.5689086914	1	0.0336913	noncoding
transcript::Pver_Sc0000247_size370717:354867-360804	161	0.31432	7.74188232422	1	0.658119	coding
transcript::Pver_Sc0000247_size370717:358451-360804	58	0.33281	7.69342041016	-1	0.0807191	noncoding
transcript::Pver_Sc0000247_size370717:1791-2486	49	0.3893	9.74847412109	1	0.031271	noncoding
transcript::Pver_Sc0000247_size370717:2276-3090	65	0.33208	10.1482543945	1	0.0412569	noncoding
transcript::Pver_Sc0000247_size370717:122765-124708	39	0.38208	9.62677001953	1	0.0180223	noncoding
transcript::Pver_Sc0000247_size370717:179018-183364	94	0.33746	10.1371459961	1	0.115178	noncoding
transcript::Pver_Sc0000247_size370717:179018-183648	94	0.30876	10.1371459961	1	0.086656	noncoding
transcript::Pver_Sc0000248_size383776:15680-16269	37	0.31146	10.3634643555	1	0.0164957	noncoding
transcript::Pver_Sc0000248_size383776:33295-33871	37	0.27435	10.3634643555	1	0.0200812	noncoding
transcript::Pver_Sc0000248_size383776:56556-57434	109	0.3625	8.84259033203	1	0.264072	noncoding
transcript::Pver_Sc0000248_size383776:56706-58506	109	0.30639	8.84259033203	1	0.136232	noncoding
transcript::Pver_Sc0000248_size383776:355145-356006	64	0.44841	9.04779052734	1	0.115128	noncoding
transcript::Pver_Sc0000248_size383776:54305-55422	135	0.25734	8.64520263672	1	0.203288	noncoding
transcript::Pver_Sc0000248_size383776:54305-55422	135	0.25734	8.64520263672	1	0.203288	noncoding
transcript::Pver_Sc0000248_size383776:71611-73174	84	0.35003	8.83856201172	1	0.0860305	noncoding
transcript::Pver_Sc0000249_size389454:18488-19927	60	0.3487	6.80523681641	1	0.0282156	noncoding
transcript::Pver_Sc0000249_size389454:18488-20557	60	0.29374	6.80523681641	1	0.0253597	noncoding
transcript::Pver_Sc0000249_size389454:144153-150542	84	0.36604	9.68902587891	1	0.109523	noncoding
transcript::Pver_Sc0000249_size389454:0-1497	129	0.31696	9.71807861328	1	0.25854	noncoding
transcript::Pver_Sc0000249_size389454:1614-5914	124	0.2831	8.30877685547	1	0.188351	noncoding
transcript::Pver_Sc0000249_size389454:1642-5914	124	0.2831	8.30877685547	1	0.188351	noncoding
transcript::Pver_Sc0000249_size389454:32734-33718	85	0.34956	9.62628173828	1	0.0941372	noncoding
transcript::Pver_Sc0000249_size389454:116577-117846	78	0.27018	7.80303955078	1	0.0473417	noncoding
transcript::Pver_Sc0000249_size389454:151341-151684	23	0.39684	5.74566650391	1	0.00592325	noncoding
transcript::Pver_Sc0000249_size389454:151791-153741	77	0.32975	7.05963134766	1	0.0552336	noncoding
transcript::Pver_Sc0000249_size389454:15490-15740	40	0.38759	8.21148681641	1	0.0137471	noncoding
transcript::Pver_Sc0000249_size389454:29724-30229	118	0.43297	5.43426513672	1	0.82766	coding
transcript::Pver_Sc0000249_size389454:31946-32425	59	0.43159	11.5537719727	-1	0.167939	noncoding
transcript::Pver_Sc0000249_size389454:182567-184613	52	0.34692	7.89984130859	1	0.0182899	noncoding
transcript::Pver_Sc0000250_size384510:28955-33359	68	0.27265	7.70111083984	1	0.0336077	noncoding
transcript::Pver_Sc0000250_size384510:169823-177026	104	0.31173	11.7597045898	1	0.0918814	noncoding
transcript::Pver_Sc0000250_size384510:178014-180038	66	0.33399	6.90142822266	1	0.0343165	noncoding
transcript::Pver_Sc0000250_size384510:179230-180038	44	0.36385	10.5824584961	1	0.0245846	noncoding
transcript::Pver_Sc0000250_size384510:383890-384408	41	0.33455	10.0291137695	1	0.0173971	noncoding
transcript::Pver_Sc0000251_size369779:365471-369045	83	0.35049	11.3814086914	1	0.0837604	noncoding
transcript::Pver_Sc0000251_size369779:365471-369045	83	0.35049	11.3814086914	1	0.0837604	noncoding
transcript::Pver_Sc0000251_size369779:365471-369045	83	0.35049	11.3814086914	1	0.0837604	noncoding
transcript::Pver_Sc0000251_size369779:369409-369779	21	0.39193	4.52960205078	1	0.00871959	noncoding
transcript::Pver_Sc0000252_size383756:153638-154845	78	0.3308	8.88275146484	1	0.056211	noncoding
transcript::Pver_Sc0000252_size383756:155860-156504	36	0.40928	9.74774169922	1	0.0203003	noncoding
transcript::Pver_Sc0000252_size383756:157077-158369	70	0.36769	9.06402587891	1	0.057996	noncoding
transcript::Pver_Sc0000252_size383756:298725-300426	176	0.41462	9.59222412109	1	0.965758	coding
transcript::Pver_Sc0000252_size383756:297378-298303	62	0.37894	12.0117797852	1	0.0454693	noncoding
transcript::Pver_Sc0000253_size376441:99803-101311	121	0.34206	5.59600830078	-1	0.0738156	noncoding
transcript::Pver_Sc0000253_size376441:179690-180568	27	0.31298	9.39739990234	1	0.00863697	noncoding
transcript::Pver_Sc0000253_size376441:179690-180568	27	0.31298	9.39739990234	1	0.00863697	noncoding
transcript::Pver_Sc0000253_size376441:211199-211432	10	0.40927	6.49139404297	1	1.81555e-05	noncoding
transcript::Pver_Sc0000253_size376441:250080-250600	37	0.4902	4.82635498047	1	0.0204368	noncoding
transcript::Pver_Sc0000253_size376441:251196-252253	45	0.29964	6.68707275391	1	0.01298	noncoding
transcript::Pver_Sc0000254_size381284:8012-9129	172	0.45016	5.61822509766	1	0.994528	coding
transcript::Pver_Sc0000254_size381284:37101-37437	52	0.33863	8.63507080078	1	0.0194754	noncoding
transcript::Pver_Sc0000254_size381284:60880-68003	129	0.29676	9.32183837891	1	0.211117	noncoding
transcript::Pver_Sc0000254_size381284:61148-68003	129	0.29543	9.32183837891	1	0.208016	noncoding
transcript::Pver_Sc0000254_size381284:269458-269990	30	0.26684	4.03204345703	1	0.0424855	noncoding
transcript::Pver_Sc0000254_size381284:282396-284436	74	0.26189	6.05487060547	1	0.0824855	noncoding
transcript::Pver_Sc0000254_size381284:1534-1970	50	0.38043	5.61785888672	1	0.0284278	noncoding
transcript::Pver_Sc0000254_size381284:67609-69567	83	0.38655	10.2909545898	1	0.138666	noncoding
transcript::Pver_Sc0000254_size381284:91347-92320	60	0.4048	11.0609741211	1	0.0690077	noncoding
transcript::Pver_Sc0000254_size381284:232843-233736	32	0.35673	6.53448486328	1	0.00675083	noncoding
transcript::Pver_Sc0000254_size381284:234534-235196	60	0.42386	7.81488037109	1	0.0555896	noncoding
transcript::Pver_Sc0000254_size381284:270832-273075	56	0.27667	8.93231201172	1	0.0228372	noncoding
transcript::Pver_Sc0000254_size381284:270963-273075	56	0.27667	8.93231201172	1	0.0228372	noncoding
transcript::Pver_Sc0000254_size381284:643-854	25	0.40734	7.84661865234	1	0.00648021	noncoding
transcript::Pver_Sc0000255_size377103:121009-121459	51	0.35824	9.78533935547	-1	0.125996	noncoding
transcript::Pver_Sc0000255_size377103:225082-228002	89	0.33327	7.76922607422	1	0.0895551	noncoding
transcript::Pver_Sc0000255_size377103:227628-231490	57	0.33967	10.4639282227	1	0.0341282	noncoding
transcript::Pver_Sc0000255_size377103:254480-255505	45	0.34636	6.68951416016	1	0.0128491	noncoding
transcript::Pver_Sc0000255_size377103:229606-230826	42	0.36399	9.84613037109	1	0.0194383	noncoding
transcript::Pver_Sc0000255_size377103:355045-355776	190	0.45211	8.71929931641	-1	0.230229	noncoding
transcript::Pver_Sc0000255_size377103:375009-377103	69	0.30288	11.1187133789	1	0.0439664	noncoding
transcript::Pver_Sc0000256_size359982:40598-45845	80	0.31129	11.5689086914	1	0.0562645	noncoding
transcript::Pver_Sc0000256_size359982:94873-103530	171	0.31337	8.97442626953	1	0.640036	coding
transcript::Pver_Sc0000256_size359982:190014-195642	112	0.3118	9.36895751953	1	0.15419	noncoding
transcript::Pver_Sc0000256_size359982:324-631	8	0.38236	11.0003051758	1	0.00679108	noncoding
transcript::Pver_Sc0000256_size359982:42929-43728	43	0.31286	9.40057373047	1	0.0152725	noncoding
transcript::Pver_Sc0000256_size359982:207176-208386	104	0.40647	10.1206665039	1	0.37397	noncoding
transcript::Pver_Sc0000257_size362338:96600-98109	115	0.38922	9.18292236328	1	0.432899	noncoding
transcript::Pver_Sc0000257_size362338:356451-357562	49	0.26498	9.92791748047	1	0.0255297	noncoding
transcript::Pver_Sc0000257_size362338:75759-78961	121	0.34083	6.70196533203	1	0.410276	noncoding
transcript::Pver_Sc0000257_size362338:129132-129789	43	0.37472	12.0088500977	1	0.0232611	noncoding
transcript::Pver_Sc0000257_size362338:302925-305101	62	0.32212	8.56903076172	1	0.0270692	noncoding
transcript::Pver_Sc0000257_size362338:302925-305101	62	0.32212	8.56903076172	1	0.0270692	noncoding
transcript::Pver_Sc0000257_size362338:350179-354281	77	0.30387	8.93145751953	1	0.0453641	noncoding
transcript::Pver_Sc0000257_size362338:7262-7695	26	0.34697	8.88665771484	1	0.00681543	noncoding
transcript::Pver_Sc0000257_size362338:14911-15182	21	0.39892	11.7229614258	1	0.0126513	noncoding
transcript::Pver_Sc0000258_size358725:14134-38262	118	0.28334	10.0194702148	1	0.131335	noncoding
transcript::Pver_Sc0000258_size358725:34212-38262	118	0.29367	10.0194702148	1	0.144118	noncoding
transcript::Pver_Sc0000258_size358725:14276-18080	46	0.30576	9.59259033203	1	0.0178488	noncoding
transcript::Pver_Sc0000258_size358725:14276-18080	46	0.30576	9.59259033203	1	0.0178488	noncoding
transcript::Pver_Sc0000258_size358725:99888-103951	66	0.3231	8.93023681641	1	0.0334944	noncoding
transcript::Pver_Sc0000258_size358725:100677-103951	66	0.3	8.93023681641	1	0.0305643	noncoding
transcript::Pver_Sc0000258_size358725:209009-209891	69	0.3475	9.06353759766	-1	0.115745	noncoding
transcript::Pver_Sc0000258_size358725:213672-217199	71	0.2831	10.1122436523	1	0.0413974	noncoding
transcript::Pver_Sc0000258_size358725:217452-219640	84	0.36604	9.46331787109	1	0.107758	noncoding
transcript::Pver_Sc0000258_size358725:210987-212333	44	0.3125	9.99200439453	1	0.0185758	noncoding
transcript::Pver_Sc0000259_size372546:220055-225622	80	0.27517	8.42608642578	1	0.0469042	noncoding
transcript::Pver_Sc0000259_size372546:297705-300091	290	0.36239	8.93560791016	1	0.999411	coding
transcript::Pver_Sc0000259_size372546:297705-300091	290	0.36239	8.93560791016	1	0.999411	coding
transcript::Pver_Sc0000259_size372546:224214-225622	80	0.31049	8.42608642578	1	0.0510339	noncoding
transcript::Pver_Sc0000259_size372546:292061-293527	198	0.31953	9.80035400391	1	0.802546	coding
transcript::Pver_Sc0000259_size372546:301147-302516	68	0.34439	10.4392700195	1	0.0514615	noncoding
transcript::Pver_Sc0000259_size372546:302944-304175	54	0.29058	10.5337524414	1	0.0286699	noncoding
transcript::Pver_Sc0000259_size372546:304856-305561	51	0.46501	10.160949707	1	0.107158	noncoding
transcript::Pver_Sc0000259_size372546:170737-171079	63	0.36854	8.98736572266	-1	0.0918865	noncoding
transcript::Pver_Sc0000259_size372546:229054-229287	28	0.47601	10.266418457	1	0.0423237	noncoding
transcript::Pver_Sc0000259_size372546:292599-293002	79	0.33606	9.46331787109	-1	0.144047	noncoding
transcript::Pver_Sc0000260_size374032:190060-191170	114	0.41298	9.89739990234	1	0.531522	coding
transcript::Pver_Sc0000260_size374032:116032-116892	27	0.27991	7.86932373047	-1	0.142581	noncoding
transcript::Pver_Sc0000260_size374032:132877-135350	126	0.34467	9.92645263672	1	0.33428	noncoding
transcript::Pver_Sc0000260_size374032:133267-135797	126	0.32077	9.92645263672	1	0.245697	noncoding
transcript::Pver_Sc0000260_size374032:151631-152631	62	0.43759	9.41668701172	1	0.0977371	noncoding
transcript::Pver_Sc0000260_size374032:184120-188301	70	0.34951	9.61883544922	1	0.0526843	noncoding
transcript::Pver_Sc0000260_size374032:190060-192031	114	0.40763	9.89739990234	1	0.5	coding
transcript::Pver_Sc0000260_size374032:191226-192031	53	0.41845	9.13848876953	1	0.0451079	noncoding
transcript::Pver_Sc0000260_size374032:316841-323597	61	0.28719	10.2977905273	1	0.0329626	noncoding
transcript::Pver_Sc0000260_size374032:255983-256516	55	0.29772	9.58013916016	1	0.0238289	noncoding
transcript::Pver_Sc0000260_size374032:368159-368418	40	0.37708	8.61016845703	-1	0.0618364	noncoding
transcript::Pver_Sc0000261_size373968:351681-355230	70	0.31565	10.1608276367	1	0.0442881	noncoding
transcript::Pver_Sc0000261_size373968:35043-35794	25	0.31317	9.68817138672	1	0.00894382	noncoding
transcript::Pver_Sc0000261_size373968:39038-39977	73	0.28719	9.21697998047	1	0.0389416	noncoding
transcript::Pver_Sc0000261_size373968:355598-355866	64	0.44762	9.01959228516	1	0.113103	noncoding
transcript::Pver_Sc0000262_size373167:124476-125190	95	0.34467	4.44439697266	1	0.370848	noncoding
transcript::Pver_Sc0000262_size373167:308955-313863	66	0.25289	6.68695068359	1	0.0530851	noncoding
transcript::Pver_Sc0000262_size373167:4035-4913	38	0.45961	8.84271240234	1	0.0303967	noncoding
transcript::Pver_Sc0000262_size373167:6682-11464	82	0.35007	10.4854125977	1	0.0880944	noncoding
transcript::Pver_Sc0000262_size373167:11915-13050	61	0.40152	9.30596923828	1	0.0571599	noncoding
transcript::Pver_Sc0000262_size373167:14219-15865	56	0.38972	9.50701904297	1	0.0412522	noncoding
transcript::Pver_Sc0000263_size347724:112158-119139	99	0.29343	9.39678955078	1	0.0879331	noncoding
transcript::Pver_Sc0000263_size347724:112859-119139	99	0.29343	9.39678955078	1	0.0879331	noncoding
transcript::Pver_Sc0000263_size347724:177229-177786	20	0.30763	10.0004272461	1	0.00874177	noncoding
transcript::Pver_Sc0000263_size347724:319112-320385	74	0.34371	9.84576416016	1	0.0599736	noncoding
transcript::Pver_Sc0000263_size347724:319112-330390	79	0.29771	7.96331787109	1	0.0468177	noncoding
transcript::Pver_Sc0000263_size347724:319112-330998	79	0.29771	7.96331787109	1	0.0468177	noncoding
transcript::Pver_Sc0000263_size347724:319253-330390	79	0.29771	7.96331787109	1	0.0468177	noncoding
transcript::Pver_Sc0000263_size347724:341277-342687	50	0.36704	4.64166259766	1	0.0399391	noncoding
transcript::Pver_Sc0000263_size347724:82333-89158	46	0.27435	5.36236572266	1	0.0300369	noncoding
transcript::Pver_Sc0000263_size347724:91754-93343	62	0.2942	9.19268798828	1	0.0276025	noncoding
transcript::Pver_Sc0000263_size347724:147739-148272	33	0.35799	8.97882080078	1	0.00990768	noncoding
transcript::Pver_Sc0000263_size347724:171307-173261	58	0.32666	8.49163818359	1	0.0231956	noncoding
transcript::Pver_Sc0000263_size347724:176059-177024	69	0.34126	10.950012207	1	0.0527476	noncoding
transcript::Pver_Sc0000263_size347724:293864-295350	237	0.40113	7.82208251953	1	0.999067	coding
transcript::Pver_Sc0000264_size347531:23038-23956	109	0.42968	10.3215942383	1	0.553604	coding
transcript::Pver_Sc0000264_size347531:190373-191839	47	0.37537	7.88214111328	1	0.0172232	noncoding
transcript::Pver_Sc0000264_size347531:40402-42506	46	0.31522	9.30255126953	1	0.0165896	noncoding
transcript::Pver_Sc0000264_size347531:85175-87332	52	0.30147	5.00628662109	1	0.0326916	noncoding
transcript::Pver_Sc0000264_size347531:127472-129035	131	0.31692	9.78070068359	1	0.270169	noncoding
transcript::Pver_Sc0000264_size347531:127959-129035	131	0.3425	9.78070068359	1	0.37232	noncoding
transcript::Pver_Sc0000264_size347531:170825-172348	58	0.35984	5.04583740234	1	0.0484872	noncoding
transcript::Pver_Sc0000264_size347531:175929-177956	71	0.32244	5.62518310547	1	0.0605149	noncoding
transcript::Pver_Sc0000264_size347531:192205-199827	78	0.28695	6.23870849609	1	0.067731	noncoding
transcript::Pver_Sc0000264_size347531:218346-218898	15	0.28562	9.15008544922	1	0.00631134	noncoding
transcript::Pver_Sc0000264_size347531:220381-224395	124	0.25349	9.15838623047	1	0.142577	noncoding
transcript::Pver_Sc0000264_size347531:261538-263150	76	0.41931	10.6653442383	1	0.164277	noncoding
transcript::Pver_Sc0000264_size347531:286209-286861	74	0.37396	6.48712158203	1	0.0794952	noncoding
transcript::Pver_Sc0000265_size364214:564-8452	180	0.28982	9.34088134766	1	0.548613	coding
transcript::Pver_Sc0000265_size364214:118286-119287	69	0.28251	9.34161376953	1	0.0350853	noncoding
transcript::Pver_Sc0000265_size364214:200816-201373	41	0.35765	5.49774169922	1	0.0145139	noncoding
transcript::Pver_Sc0000265_size364214:247016-247554	165	0.44007	9.80511474609	-1	0.221672	noncoding
transcript::Pver_Sc0000265_size364214:258146-260208	49	0.41171	8.72015380859	1	0.0307585	noncoding
transcript::Pver_Sc0000265_size364214:264775-268110	58	0.26381	9.46392822266	1	0.0288429	noncoding
transcript::Pver_Sc0000265_size364214:268975-269598	24	0.33241	5.19354248047	1	0.00573249	noncoding
transcript::Pver_Sc0000265_size364214:148123-148394	83	0.39926	8.55194091797	-1	0.0733746	noncoding
transcript::Pver_Sc0000265_size364214:277499-277725	46	0.35363	9.05633544922	1	0.0177812	noncoding
transcript::Pver_Sc0000265_size364214:306640-306931	32	0.46122	10.7367553711	1	0.0453218	noncoding
